inspection_id,production_date,inspection_date,product_code,shift,operator_id,inspector_id,factory_location,defect_count,quality_score,defect_type,defect_severity,pred_defect_prob,predicted_high_risk,has_defect_actual
INSP-0043,2024-05-31,2024-06-01 00:57:28,PRD-02,night,OP-0033,INS-0342,Factory-X0,16,40.2,cracking,4.0,0.0604827609253572,0,1
INSP-0043,2024-05-31,2024-06-01 00:57:28,PRD-02,night,OP-0033,INS-0342,Factory-X0,16,40.2,cracking,4.0,0.0604827609253572,0,1
INSP-0043,2024-05-31,2024-06-01 00:57:28,PRD-02,night,OP-0033,INS-0342,Factory-X0,16,40.2,cracking,4.0,0.0429301020666496,0,1
INSP-0043,2024-05-31,2024-06-01 00:57:28,PRD-02,night,OP-0033,INS-0342,Factory-X0,16,40.2,cracking,4.0,0.0429301020666496,0,1
INSP-0044,2024-05-15,2024-05-15 10:18:09,PRD-04,morning,OP-5691,INS-2231,Factory-Y7,0,99.2,0,0.0,0.0582815439662228,0,0
INSP-0044,2024-05-15,2024-05-15 10:18:09,PRD-04,morning,OP-5691,INS-2231,Factory-Y7,0,99.2,0,0.0,0.0582815439662228,0,0
INSP-0044,2024-05-15,2024-05-15 10:18:09,PRD-04,morning,OP-5691,INS-2231,Factory-Y7,0,99.2,0,0.0,0.1849829734048077,0,0
INSP-0044,2024-05-15,2024-05-15 10:18:09,PRD-04,morning,OP-5691,INS-2231,Factory-Y7,0,99.2,0,0.0,0.1849829734048077,0,0
INSP-0045,2024-01-01,2024-01-01 14:29:15,PRD-01,afternoon,OP-0001,INS-9052,Factory-G9,0,100.0,0,0.0,0.3614151839948257,0,0
INSP-0045,2024-01-01,2024-01-01 14:29:15,PRD-01,afternoon,OP-0001,INS-9052,Factory-G9,0,100.0,0,0.0,0.3614151839948257,0,0
INSP-0045,2024-01-01,2024-01-01 14:29:15,PRD-01,afternoon,OP-0001,INS-9052,Factory-G9,0,100.0,0,0.0,0.0420979856613921,0,0
INSP-0045,2024-01-01,2024-01-01 14:29:15,PRD-01,afternoon,OP-0001,INS-9052,Factory-G9,0,100.0,0,0.0,0.0420979856613921,0,0
INSP-0046,2023-02-28,2023-03-01 01:18:49,PRD-02,night,OP-2186,INS-0342,Factory-E1,20,0.0,major_crack,4.0,0.0355254930732957,0,1
INSP-0046,2023-02-28,2023-03-01 01:18:49,PRD-02,night,OP-2186,INS-0342,Factory-E1,20,0.0,major_crack,4.0,0.0355254930732957,0,1
INSP-0046,2023-02-28,2023-03-01 01:18:49,PRD-02,night,OP-2186,INS-0342,Factory-E1,20,0.0,major_crack,4.0,0.0962210733712989,0,1
INSP-0046,2023-02-28,2023-03-01 01:18:49,PRD-02,night,OP-2186,INS-0342,Factory-E1,20,0.0,major_crack,4.0,0.0962210733712989,0,1
INSP-0047,2024-05-03,2024-05-03 08:46:22,PRD-03,morning,OP-2517,INS-9052,Factory-X0,0,99.6,0,0.0,0.094485463894493,0,0
INSP-0047,2024-05-03,2024-05-03 08:46:22,PRD-03,morning,OP-2517,INS-9052,Factory-X0,0,99.6,0,0.0,0.094485463894493,0,0
INSP-0047,2024-05-03,2024-05-03 08:46:22,PRD-03,morning,OP-2517,INS-9052,Factory-X0,0,99.6,0,0.0,0.1598133773283062,0,0
INSP-0047,2024-05-03,2024-05-03 08:46:22,PRD-03,morning,OP-2517,INS-9052,Factory-X0,0,99.6,0,0.0,0.1598133773283062,0,0
INSP-0048,2024-05-04,2024-05-04 14:31:01,PRD-04,afternoon,OP-0033,INS-2178,Factory-Y7,0,83.0,0,0.0,0.2498026862498747,0,0
INSP-0048,2024-05-04,2024-05-04 14:31:01,PRD-04,afternoon,OP-0033,INS-2178,Factory-Y7,0,83.0,0,0.0,0.2498026862498747,0,0
INSP-0048,2024-05-04,2024-05-04 14:31:01,PRD-04,afternoon,OP-0033,INS-2178,Factory-Y7,0,83.0,0,0.0,0.031331731244046,0,0
INSP-0048,2024-05-04,2024-05-04 14:31:01,PRD-04,afternoon,OP-0033,INS-2178,Factory-Y7,0,83.0,0,0.0,0.031331731244046,0,0
INSP-0049,2024-05-05,2024-05-06 00:10:04,PRD-01,night,OP-4178,INS-0342,Factory-Z3,5,58.6,contamination,3.0,0.037046510545211,0,1
INSP-0049,2024-05-05,2024-05-06 00:10:04,PRD-01,night,OP-4178,INS-0342,Factory-Z3,5,58.6,contamination,3.0,0.037046510545211,0,1
INSP-0049,2024-05-05,2024-05-06 00:10:04,PRD-01,night,OP-4178,INS-0342,Factory-Z3,5,58.6,contamination,3.0,0.1361966176594118,0,1
INSP-0049,2024-05-05,2024-05-06 00:10:04,PRD-01,night,OP-4178,INS-0342,Factory-Z3,5,58.6,contamination,3.0,0.1361966176594118,0,1
INSP-0050,2024-05-06,2024-05-06 15:20:38,PRD-02,afternoon,OP-5691,INS-9052,Factory-A2,0,89.9,0,0.0,0.0995181621377079,0,0
INSP-0050,2024-05-06,2024-05-06 15:20:38,PRD-02,afternoon,OP-5691,INS-9052,Factory-A2,0,89.9,0,0.0,0.0995181621377079,0,0
INSP-0050,2024-05-06,2024-05-06 15:20:38,PRD-02,afternoon,OP-5691,INS-9052,Factory-A2,0,89.9,0,0.0,0.1156307724117706,0,0
INSP-0050,2024-05-06,2024-05-06 15:20:38,PRD-02,afternoon,OP-5691,INS-9052,Factory-A2,0,89.9,0,0.0,0.1156307724117706,0,0
INSP-20001,2024-06-01,2024-06-01 09:23:00,PRD-01,morning,OP-0033,INS-1001,Factory-E1,0,99.5,0,0.0,0.1911482810386636,0,0
INSP-20001,2024-06-01,2024-06-01 09:23:00,PRD-01,morning,OP-0033,INS-1001,Factory-E1,0,99.5,0,0.0,0.1911482810386636,0,0
INSP-20001,2024-06-01,2024-06-01 09:23:00,PRD-01,morning,OP-0033,INS-1001,Factory-E1,0,99.5,0,0.0,0.078138517217915,0,0
INSP-20001,2024-06-01,2024-06-01 09:23:00,PRD-01,morning,OP-0033,INS-1001,Factory-E1,0,99.5,0,0.0,0.078138517217915,0,0
INSP-20002,2024-06-01,2024-06-01 15:34:00,PRD-02,afternoon,OP-2186,INS-1002,Factory-A2,1,83.7,scratch,1.0,0.1724276946533945,0,1
INSP-20002,2024-06-01,2024-06-01 15:34:00,PRD-02,afternoon,OP-2186,INS-1002,Factory-A2,1,83.7,scratch,1.0,0.1724276946533945,0,1
INSP-20002,2024-06-01,2024-06-01 15:34:00,PRD-02,afternoon,OP-2186,INS-1002,Factory-A2,1,83.7,scratch,1.0,0.1870135524662846,0,1
INSP-20002,2024-06-01,2024-06-01 15:34:00,PRD-02,afternoon,OP-2186,INS-1002,Factory-A2,1,83.7,scratch,1.0,0.1870135524662846,0,1
INSP-20003,2024-06-01,2024-06-02 00:45:00,PRD-03,night,OP-5691,INS-1003,Factory-Z3,5,67.4,misalignment,3.0,0.0195078045619776,0,1
INSP-20003,2024-06-01,2024-06-02 00:45:00,PRD-03,night,OP-5691,INS-1003,Factory-Z3,5,67.4,misalignment,3.0,0.0195078045619776,0,1
INSP-20003,2024-06-01,2024-06-02 00:45:00,PRD-03,night,OP-5691,INS-1003,Factory-Z3,5,67.4,misalignment,3.0,0.0483146635265876,0,1
INSP-20003,2024-06-01,2024-06-02 00:45:00,PRD-03,night,OP-5691,INS-1003,Factory-Z3,5,67.4,misalignment,3.0,0.0483146635265876,0,1
INSP-20004,2024-06-01,2024-06-01 10:12:00,PRD-04,morning,OP-0112,INS-1004,Factory-Y7,0,97.2,0,0.0,0.1285869937229753,0,0
INSP-20004,2024-06-01,2024-06-01 10:12:00,PRD-04,morning,OP-0112,INS-1004,Factory-Y7,0,97.2,0,0.0,0.1285869937229753,0,0
INSP-20004,2024-06-01,2024-06-01 10:12:00,PRD-04,morning,OP-0112,INS-1004,Factory-Y7,0,97.2,0,0.0,0.117068822257539,0,0
INSP-20004,2024-06-01,2024-06-01 10:12:00,PRD-04,morning,OP-0112,INS-1004,Factory-Y7,0,97.2,0,0.0,0.117068822257539,0,0
INSP-20005,2024-06-02,2024-06-02 14:19:00,PRD-01,afternoon,OP-0033,INS-1001,Factory-E1,0,89.1,0,0.0,0.3233932967972135,0,0
INSP-20005,2024-06-02,2024-06-02 14:19:00,PRD-01,afternoon,OP-0033,INS-1001,Factory-E1,0,89.1,0,0.0,0.3233932967972135,0,0
INSP-20005,2024-06-02,2024-06-02 14:19:00,PRD-01,afternoon,OP-0033,INS-1001,Factory-E1,0,89.1,0,0.0,0.2467238241574613,0,0
INSP-20005,2024-06-02,2024-06-02 14:19:00,PRD-01,afternoon,OP-0033,INS-1001,Factory-E1,0,89.1,0,0.0,0.2467238241574613,0,0
INSP-20006,2024-06-02,2024-06-03 01:03:00,PRD-02,night,OP-2517,INS-1005,Factory-X0,8,49.8,contamination,4.0,0.0433486132115562,0,1
INSP-20006,2024-06-02,2024-06-03 01:03:00,PRD-02,night,OP-2517,INS-1005,Factory-X0,8,49.8,contamination,4.0,0.0433486132115562,0,1
INSP-20006,2024-06-02,2024-06-03 01:03:00,PRD-02,night,OP-2517,INS-1005,Factory-X0,8,49.8,contamination,4.0,0.0384400579090191,0,1
INSP-20006,2024-06-02,2024-06-03 01:03:00,PRD-02,night,OP-2517,INS-1005,Factory-X0,8,49.8,contamination,4.0,0.0384400579090191,0,1
INSP-20007,2024-06-02,2024-06-02 08:55:00,PRD-03,morning,OP-4178,INS-1006,Factory-G9,0,100.0,0,0.0,0.0799530849378673,0,0
INSP-20007,2024-06-02,2024-06-02 08:55:00,PRD-03,morning,OP-4178,INS-1006,Factory-G9,0,100.0,0,0.0,0.0799530849378673,0,0
INSP-20007,2024-06-02,2024-06-02 08:55:00,PRD-03,morning,OP-4178,INS-1006,Factory-G9,0,100.0,0,0.0,0.0984044229683084,0,0
INSP-20007,2024-06-02,2024-06-02 08:55:00,PRD-03,morning,OP-4178,INS-1006,Factory-G9,0,100.0,0,0.0,0.0984044229683084,0,0
INSP-20008,2024-06-03,2024-06-03 16:10:00,PRD-04,afternoon,OP-0001,INS-1002,Factory-A2,2,79.4,marking,2.0,0.1721896053545936,0,1
INSP-20008,2024-06-03,2024-06-03 16:10:00,PRD-04,afternoon,OP-0001,INS-1002,Factory-A2,2,79.4,marking,2.0,0.1721896053545936,0,1
INSP-20008,2024-06-03,2024-06-03 16:10:00,PRD-04,afternoon,OP-0001,INS-1002,Factory-A2,2,79.4,marking,2.0,0.179037699720662,0,1
INSP-20008,2024-06-03,2024-06-03 16:10:00,PRD-04,afternoon,OP-0001,INS-1002,Factory-A2,2,79.4,marking,2.0,0.179037699720662,0,1
INSP-20009,2024-06-03,2024-06-04 01:44:00,PRD-01,night,OP-5691,INS-1007,Factory-Z3,4,61.2,cracking,3.0,0.0300716831753592,0,1
INSP-20009,2024-06-03,2024-06-04 01:44:00,PRD-01,night,OP-5691,INS-1007,Factory-Z3,4,61.2,cracking,3.0,0.0300716831753592,0,1
INSP-20009,2024-06-03,2024-06-04 01:44:00,PRD-01,night,OP-5691,INS-1007,Factory-Z3,4,61.2,cracking,3.0,0.0430352143421584,0,1
INSP-20009,2024-06-03,2024-06-04 01:44:00,PRD-01,night,OP-5691,INS-1007,Factory-Z3,4,61.2,cracking,3.0,0.0430352143421584,0,1
INSP-20010,2024-06-03,2024-06-03 11:27:00,PRD-02,morning,OP-1674,INS-1004,Factory-E1,0,98.8,0,0.0,0.130524666409531,0,0
INSP-20010,2024-06-03,2024-06-03 11:27:00,PRD-02,morning,OP-1674,INS-1004,Factory-E1,0,98.8,0,0.0,0.130524666409531,0,0
INSP-20010,2024-06-03,2024-06-03 11:27:00,PRD-02,morning,OP-1674,INS-1004,Factory-E1,0,98.8,0,0.0,0.0881581204088765,0,0
INSP-20010,2024-06-03,2024-06-03 11:27:00,PRD-02,morning,OP-1674,INS-1004,Factory-E1,0,98.8,0,0.0,0.0881581204088765,0,0
INSP-20011,2024-06-04,2024-06-04 15:48:00,PRD-03,afternoon,OP-0033,INS-1002,Factory-Y7,2,77.9,dent,1.0,0.3411445609160122,0,1
INSP-20011,2024-06-04,2024-06-04 15:48:00,PRD-03,afternoon,OP-0033,INS-1002,Factory-Y7,2,77.9,dent,1.0,0.3411445609160122,0,1
INSP-20011,2024-06-04,2024-06-04 15:48:00,PRD-03,afternoon,OP-0033,INS-1002,Factory-Y7,2,77.9,dent,1.0,0.2352843187179994,0,1
INSP-20011,2024-06-04,2024-06-04 15:48:00,PRD-03,afternoon,OP-0033,INS-1002,Factory-Y7,2,77.9,dent,1.0,0.2352843187179994,0,1
INSP-20012,2024-06-04,2024-06-05 02:09:00,PRD-04,night,OP-4178,INS-1008,Factory-G9,10,40.7,mislabel,4.0,0.0111313592031309,0,1
INSP-20012,2024-06-04,2024-06-05 02:09:00,PRD-04,night,OP-4178,INS-1008,Factory-G9,10,40.7,mislabel,4.0,0.0111313592031309,0,1
INSP-20012,2024-06-04,2024-06-05 02:09:00,PRD-04,night,OP-4178,INS-1008,Factory-G9,10,40.7,mislabel,4.0,0.0503738569114389,0,1
INSP-20012,2024-06-04,2024-06-05 02:09:00,PRD-04,night,OP-4178,INS-1008,Factory-G9,10,40.7,mislabel,4.0,0.0503738569114389,0,1
INSP-20013,2024-06-04,2024-06-04 08:31:00,PRD-01,morning,OP-2517,INS-1009,Factory-E1,0,92.3,0,0.0,0.1423901744649768,0,0
INSP-20013,2024-06-04,2024-06-04 08:31:00,PRD-01,morning,OP-2517,INS-1009,Factory-E1,0,92.3,0,0.0,0.1423901744649768,0,0
INSP-20013,2024-06-04,2024-06-04 08:31:00,PRD-01,morning,OP-2517,INS-1009,Factory-E1,0,92.3,0,0.0,0.1761164141852728,0,0
INSP-20013,2024-06-04,2024-06-04 08:31:00,PRD-01,morning,OP-2517,INS-1009,Factory-E1,0,92.3,0,0.0,0.1761164141852728,0,0
INSP-20014,2024-06-05,2024-06-05 16:51:00,PRD-02,afternoon,OP-0033,INS-1003,Factory-A2,2,80.5,discoloration,2.0,0.2672664124653146,0,1
INSP-20014,2024-06-05,2024-06-05 16:51:00,PRD-02,afternoon,OP-0033,INS-1003,Factory-A2,2,80.5,discoloration,2.0,0.2672664124653146,0,1
INSP-20014,2024-06-05,2024-06-05 16:51:00,PRD-02,afternoon,OP-0033,INS-1003,Factory-A2,2,80.5,discoloration,2.0,0.1445040153226236,0,1
INSP-20014,2024-06-05,2024-06-05 16:51:00,PRD-02,afternoon,OP-0033,INS-1003,Factory-A2,2,80.5,discoloration,2.0,0.1445040153226236,0,1
INSP-20015,2024-06-05,2024-06-06 00:14:00,PRD-03,night,OP-5691,INS-1005,Factory-Z3,6,65.1,misalignment,3.0,0.0136599104051322,0,1
INSP-20015,2024-06-05,2024-06-06 00:14:00,PRD-03,night,OP-5691,INS-1005,Factory-Z3,6,65.1,misalignment,3.0,0.0136599104051322,0,1
INSP-20015,2024-06-05,2024-06-06 00:14:00,PRD-03,night,OP-5691,INS-1005,Factory-Z3,6,65.1,misalignment,3.0,0.2762505453669994,0,1
INSP-20015,2024-06-05,2024-06-06 00:14:00,PRD-03,night,OP-5691,INS-1005,Factory-Z3,6,65.1,misalignment,3.0,0.2762505453669994,0,1
INSP-20016,2024-06-05,2024-06-05 09:14:00,PRD-04,morning,OP-7777,INS-1006,Factory-Y7,0,99.8,0,0.0,0.0501000027805522,0,0
INSP-20016,2024-06-05,2024-06-05 09:14:00,PRD-04,morning,OP-7777,INS-1006,Factory-Y7,0,99.8,0,0.0,0.0501000027805522,0,0
INSP-20016,2024-06-05,2024-06-05 09:14:00,PRD-04,morning,OP-7777,INS-1006,Factory-Y7,0,99.8,0,0.0,0.1219445532494609,0,0
INSP-20016,2024-06-05,2024-06-05 09:14:00,PRD-04,morning,OP-7777,INS-1006,Factory-Y7,0,99.8,0,0.0,0.1219445532494609,0,0
INSP-20017,2024-06-06,2024-06-06 14:55:00,PRD-01,afternoon,OP-0112,INS-1001,Factory-E1,2,76.3,marking,1.0,0.3050772492953628,0,1
INSP-20017,2024-06-06,2024-06-06 14:55:00,PRD-01,afternoon,OP-0112,INS-1001,Factory-E1,2,76.3,marking,1.0,0.3050772492953628,0,1
INSP-20017,2024-06-06,2024-06-06 14:55:00,PRD-01,afternoon,OP-0112,INS-1001,Factory-E1,2,76.3,marking,1.0,0.2141616289808459,0,1
INSP-20017,2024-06-06,2024-06-06 14:55:00,PRD-01,afternoon,OP-0112,INS-1001,Factory-E1,2,76.3,marking,1.0,0.2141616289808459,0,1
INSP-20018,2024-06-06,2024-06-07 01:12:00,PRD-02,night,OP-2517,INS-1002,Factory-X0,7,55.2,contamination,4.0,0.0406986296432465,0,1
INSP-20018,2024-06-06,2024-06-07 01:12:00,PRD-02,night,OP-2517,INS-1002,Factory-X0,7,55.2,contamination,4.0,0.0406986296432465,0,1
INSP-20018,2024-06-06,2024-06-07 01:12:00,PRD-02,night,OP-2517,INS-1002,Factory-X0,7,55.2,contamination,4.0,0.1410183689275248,0,1
INSP-20018,2024-06-06,2024-06-07 01:12:00,PRD-02,night,OP-2517,INS-1002,Factory-X0,7,55.2,contamination,4.0,0.1410183689275248,0,1
INSP-20019,2024-06-06,2024-06-06 10:44:00,PRD-03,morning,OP-4178,INS-1004,Factory-G9,0,96.1,0,0.0,0.082299133097624,0,0
INSP-20019,2024-06-06,2024-06-06 10:44:00,PRD-03,morning,OP-4178,INS-1004,Factory-G9,0,96.1,0,0.0,0.082299133097624,0,0
INSP-20019,2024-06-06,2024-06-06 10:44:00,PRD-03,morning,OP-4178,INS-1004,Factory-G9,0,96.1,0,0.0,0.0764787796949957,0,0
INSP-20019,2024-06-06,2024-06-06 10:44:00,PRD-03,morning,OP-4178,INS-1004,Factory-G9,0,96.1,0,0.0,0.0764787796949957,0,0
INSP-20020,2024-06-07,2024-06-07 16:02:00,PRD-04,afternoon,OP-0033,INS-1005,Factory-A2,2,72.5,foreign_object,2.0,0.1468038195310161,0,1
INSP-20020,2024-06-07,2024-06-07 16:02:00,PRD-04,afternoon,OP-0033,INS-1005,Factory-A2,2,72.5,foreign_object,2.0,0.1468038195310161,0,1
INSP-20020,2024-06-07,2024-06-07 16:02:00,PRD-04,afternoon,OP-0033,INS-1005,Factory-A2,2,72.5,foreign_object,2.0,0.0183004467263878,0,1
INSP-20020,2024-06-07,2024-06-07 16:02:00,PRD-04,afternoon,OP-0033,INS-1005,Factory-A2,2,72.5,foreign_object,2.0,0.0183004467263878,0,1
INSP-20021,2024-06-07,2024-06-08 00:29:00,PRD-01,night,OP-5691,INS-1006,Factory-Z3,19,8.2,major_crack,4.0,0.028262694122379,0,1
INSP-20021,2024-06-07,2024-06-08 00:29:00,PRD-01,night,OP-5691,INS-1006,Factory-Z3,19,8.2,major_crack,4.0,0.028262694122379,0,1
INSP-20021,2024-06-07,2024-06-08 00:29:00,PRD-01,night,OP-5691,INS-1006,Factory-Z3,19,8.2,major_crack,4.0,0.4720517284076607,0,1
INSP-20021,2024-06-07,2024-06-08 00:29:00,PRD-01,night,OP-5691,INS-1006,Factory-Z3,19,8.2,major_crack,4.0,0.4720517284076607,0,1
INSP-20022,2024-06-07,2024-06-07 09:07:00,PRD-02,morning,OP-0001,INS-1007,Factory-E1,0,95.7,0,0.0,0.1533173367577751,0,0
INSP-20022,2024-06-07,2024-06-07 09:07:00,PRD-02,morning,OP-0001,INS-1007,Factory-E1,0,95.7,0,0.0,0.1533173367577751,0,0
INSP-20022,2024-06-07,2024-06-07 09:07:00,PRD-02,morning,OP-0001,INS-1007,Factory-E1,0,95.7,0,0.0,0.0343042172829401,0,0
INSP-20022,2024-06-07,2024-06-07 09:07:00,PRD-02,morning,OP-0001,INS-1007,Factory-E1,0,95.7,0,0.0,0.0343042172829401,0,0
INSP-20023,2024-06-08,2024-06-08 15:29:00,PRD-03,afternoon,OP-0033,INS-1008,Factory-Y7,1,78.4,dent,1.0,0.3046571545946588,0,1
INSP-20023,2024-06-08,2024-06-08 15:29:00,PRD-03,afternoon,OP-0033,INS-1008,Factory-Y7,1,78.4,dent,1.0,0.3046571545946588,0,1
INSP-20023,2024-06-08,2024-06-08 15:29:00,PRD-03,afternoon,OP-0033,INS-1008,Factory-Y7,1,78.4,dent,1.0,0.0205459426128107,0,1
INSP-20023,2024-06-08,2024-06-08 15:29:00,PRD-03,afternoon,OP-0033,INS-1008,Factory-Y7,1,78.4,dent,1.0,0.0205459426128107,0,1
INSP-20024,2024-06-08,2024-06-09 02:55:00,PRD-04,night,OP-4178,INS-1009,Factory-G9,12,41.5,cracking,4.0,0.0148458384863948,0,1
INSP-20024,2024-06-08,2024-06-09 02:55:00,PRD-04,night,OP-4178,INS-1009,Factory-G9,12,41.5,cracking,4.0,0.0148458384863948,0,1
INSP-20024,2024-06-08,2024-06-09 02:55:00,PRD-04,night,OP-4178,INS-1009,Factory-G9,12,41.5,cracking,4.0,0.2831475695864439,0,1
INSP-20024,2024-06-08,2024-06-09 02:55:00,PRD-04,night,OP-4178,INS-1009,Factory-G9,12,41.5,cracking,4.0,0.2831475695864439,0,1
INSP-20025,2024-06-08,2024-06-08 11:46:00,PRD-01,morning,OP-2517,INS-1001,Factory-E1,0,100.0,0,0.0,0.1285752874013556,0,0
INSP-20025,2024-06-08,2024-06-08 11:46:00,PRD-01,morning,OP-2517,INS-1001,Factory-E1,0,100.0,0,0.0,0.1285752874013556,0,0
INSP-20025,2024-06-08,2024-06-08 11:46:00,PRD-01,morning,OP-2517,INS-1001,Factory-E1,0,100.0,0,0.0,0.033146532066826,0,0
INSP-20025,2024-06-08,2024-06-08 11:46:00,PRD-01,morning,OP-2517,INS-1001,Factory-E1,0,100.0,0,0.0,0.033146532066826,0,0
INSP-20026,2024-06-09,2024-06-09 16:44:00,PRD-02,afternoon,OP-0033,INS-1002,Factory-A2,1,77.3,scratch,1.0,0.2495864632503857,0,1
INSP-20026,2024-06-09,2024-06-09 16:44:00,PRD-02,afternoon,OP-0033,INS-1002,Factory-A2,1,77.3,scratch,1.0,0.2495864632503857,0,1
INSP-20026,2024-06-09,2024-06-09 16:44:00,PRD-02,afternoon,OP-0033,INS-1002,Factory-A2,1,77.3,scratch,1.0,0.0765007452725093,0,1
INSP-20026,2024-06-09,2024-06-09 16:44:00,PRD-02,afternoon,OP-0033,INS-1002,Factory-A2,1,77.3,scratch,1.0,0.0765007452725093,0,1
INSP-20027,2024-06-09,2024-06-10 00:58:00,PRD-03,night,OP-5691,INS-1003,Factory-Z3,5,62.6,cracking,3.0,0.0194636713837633,0,1
INSP-20027,2024-06-09,2024-06-10 00:58:00,PRD-03,night,OP-5691,INS-1003,Factory-Z3,5,62.6,cracking,3.0,0.0194636713837633,0,1
INSP-20027,2024-06-09,2024-06-10 00:58:00,PRD-03,night,OP-5691,INS-1003,Factory-Z3,5,62.6,cracking,3.0,0.0255382008784506,0,1
INSP-20027,2024-06-09,2024-06-10 00:58:00,PRD-03,night,OP-5691,INS-1003,Factory-Z3,5,62.6,cracking,3.0,0.0255382008784506,0,1
INSP-20028,2024-06-09,2024-06-09 08:18:00,PRD-04,morning,OP-0112,INS-1004,Factory-Y7,0,95.8,0,0.0,0.1336770025482573,0,0
INSP-20028,2024-06-09,2024-06-09 08:18:00,PRD-04,morning,OP-0112,INS-1004,Factory-Y7,0,95.8,0,0.0,0.1336770025482573,0,0
INSP-20028,2024-06-09,2024-06-09 08:18:00,PRD-04,morning,OP-0112,INS-1004,Factory-Y7,0,95.8,0,0.0,0.0257892345242022,0,0
INSP-20028,2024-06-09,2024-06-09 08:18:00,PRD-04,morning,OP-0112,INS-1004,Factory-Y7,0,95.8,0,0.0,0.0257892345242022,0,0
INSP-20029,2024-06-10,2024-06-10 15:41:00,PRD-01,afternoon,OP-7777,INS-1005,Factory-A2,2,74.2,discoloration,2.0,0.1033386808607192,0,1
INSP-20029,2024-06-10,2024-06-10 15:41:00,PRD-01,afternoon,OP-7777,INS-1005,Factory-A2,2,74.2,discoloration,2.0,0.1033386808607192,0,1
INSP-20029,2024-06-10,2024-06-10 15:41:00,PRD-01,afternoon,OP-7777,INS-1005,Factory-A2,2,74.2,discoloration,2.0,0.1537669745758008,0,1
INSP-20029,2024-06-10,2024-06-10 15:41:00,PRD-01,afternoon,OP-7777,INS-1005,Factory-A2,2,74.2,discoloration,2.0,0.1537669745758008,0,1
INSP-20030,2024-06-10,2024-06-11 02:06:00,PRD-02,night,OP-2517,INS-1006,Factory-X0,9,51.4,contamination,4.0,0.0433107063422288,0,1
INSP-20030,2024-06-10,2024-06-11 02:06:00,PRD-02,night,OP-2517,INS-1006,Factory-X0,9,51.4,contamination,4.0,0.0433107063422288,0,1
INSP-20030,2024-06-10,2024-06-11 02:06:00,PRD-02,night,OP-2517,INS-1006,Factory-X0,9,51.4,contamination,4.0,0.2755240774449744,0,1
INSP-20030,2024-06-10,2024-06-11 02:06:00,PRD-02,night,OP-2517,INS-1006,Factory-X0,9,51.4,contamination,4.0,0.2755240774449744,0,1
INSP-20031,2024-06-10,2024-06-10 10:56:00,PRD-03,morning,OP-4178,INS-1007,Factory-G9,0,99.6,0,0.0,0.0705393060261965,0,0
INSP-20031,2024-06-10,2024-06-10 10:56:00,PRD-03,morning,OP-4178,INS-1007,Factory-G9,0,99.6,0,0.0,0.0705393060261965,0,0
INSP-20031,2024-06-10,2024-06-10 10:56:00,PRD-03,morning,OP-4178,INS-1007,Factory-G9,0,99.6,0,0.0,0.0364274116255005,0,0
INSP-20031,2024-06-10,2024-06-10 10:56:00,PRD-03,morning,OP-4178,INS-1007,Factory-G9,0,99.6,0,0.0,0.0364274116255005,0,0
INSP-20032,2024-06-11,2024-06-11 14:22:00,PRD-04,afternoon,OP-0033,INS-1002,Factory-A2,1,82.1,scratch,1.0,0.1843932725308005,0,1
INSP-20032,2024-06-11,2024-06-11 14:22:00,PRD-04,afternoon,OP-0033,INS-1002,Factory-A2,1,82.1,scratch,1.0,0.1843932725308005,0,1
INSP-20032,2024-06-11,2024-06-11 14:22:00,PRD-04,afternoon,OP-0033,INS-1002,Factory-A2,1,82.1,scratch,1.0,0.0308964010856966,0,1
INSP-20032,2024-06-11,2024-06-11 14:22:00,PRD-04,afternoon,OP-0033,INS-1002,Factory-A2,1,82.1,scratch,1.0,0.0308964010856966,0,1
INSP-20033,2024-06-11,2024-06-12 01:21:00,PRD-01,night,OP-5691,INS-1003,Factory-Z3,11,44.9,cracking,4.0,0.0282432345669945,0,1
INSP-20033,2024-06-11,2024-06-12 01:21:00,PRD-01,night,OP-5691,INS-1003,Factory-Z3,11,44.9,cracking,4.0,0.0282432345669945,0,1
INSP-20033,2024-06-11,2024-06-12 01:21:00,PRD-01,night,OP-5691,INS-1003,Factory-Z3,11,44.9,cracking,4.0,0.2481480055551202,0,1
INSP-20033,2024-06-11,2024-06-12 01:21:00,PRD-01,night,OP-5691,INS-1003,Factory-Z3,11,44.9,cracking,4.0,0.2481480055551202,0,1
INSP-20034,2024-06-11,2024-06-11 10:13:00,PRD-02,morning,OP-0001,INS-1004,Factory-E1,0,97.4,0,0.0,0.1904870396014728,0,0
INSP-20034,2024-06-11,2024-06-11 10:13:00,PRD-02,morning,OP-0001,INS-1004,Factory-E1,0,97.4,0,0.0,0.1904870396014728,0,0
INSP-20034,2024-06-11,2024-06-11 10:13:00,PRD-02,morning,OP-0001,INS-1004,Factory-E1,0,97.4,0,0.0,0.1737144094239563,0,0
INSP-20034,2024-06-11,2024-06-11 10:13:00,PRD-02,morning,OP-0001,INS-1004,Factory-E1,0,97.4,0,0.0,0.1737144094239563,0,0
INSP-20035,2024-06-12,2024-06-12 15:34:00,PRD-03,afternoon,OP-7777,INS-1005,Factory-A2,2,75.8,foreign_object,2.0,0.0811432844455448,0,1
