batch_id,production_date,product_code,shift,operator_id,inspection_id,inspection_date,inspector_id,quality_score,defect_type,defect_severity,defect_count,rework_required,comments,factory_location,prod_date,prod_hour,prod_weekday,inspection_delay,is_severe,has_defect,predicted_defect_prob
G9465-20240604,2024-06-04,PRD-04,morning,OP-5691,INSP-20012,2024-06-04 10:15:04,INS-7741,81.2,dent,1.0,2,False,"Small dent detected, still within acceptable range.",Factory-G9,2024-06-04,0,Tuesday,0,0,1,0.05037385691143894
E1122-20240606,2024-06-06,PRD-01,afternoon,OP-4178,INSP-20013,2024-06-06 15:11:17,INS-8921,76.8,marking,2.0,2,False,Spot marking observed; batch passes.,Factory-E1,2024-06-06,0,Thursday,0,0,1,0.17611641418527282
A2045-20240604,2024-06-04,PRD-02,morning,OP-0112,INSP-20014,2024-06-04 11:09:43,INS-2048,82.1,discoloration,1.0,1,False,"Minor discoloration noted, batch approved.",Factory-A2,2024-06-04,0,Tuesday,0,0,1,0.14450401532262364
Z4781-20240606,2024-06-06,PRD-03,afternoon,OP-2186,INSP-20015,2024-06-06 16:34:20,INS-7741,78.5,foreign_object,2.0,2,False,"Foreign object found, but batch passes.",Factory-Z3,2024-06-06,0,Thursday,0,0,1,0.27625054536699944
Y7714-20240607,2024-06-07,PRD-04,morning,OP-0033,INSP-20016,2024-06-07 09:43:29,INS-9876,80.3,marking,2.0,1,False,"Marking on surface, within tolerance.",Factory-Y7,2024-06-07,0,Friday,0,0,1,0.1219445532494609
X0374-20240604,2024-06-04,PRD-01,afternoon,OP-5691,INSP-20017,2024-06-04 15:37:49,INS-1223,79.6,scratch,1.0,1,False,"Surface scratch noted, batch passes.",Factory-X0,2024-06-04,0,Tuesday,0,0,1,0.21416162898084598
G9761-20240605,2024-06-05,PRD-02,afternoon,OP-7777,INSP-20018,2024-06-05 14:21:37,INS-7741,75.1,discoloration,2.0,2,False,"Discoloration observed, batch accepted.",Factory-G9,2024-06-05,0,Wednesday,0,0,1,0.1410183689275248
E1302-20240607,2024-06-07,PRD-03,morning,OP-2517,INSP-20019,2024-06-07 11:12:05,INS-5467,61.4,misalignment,3.0,4,True,Batch failed due to misalignment. Full rework required.,Factory-E1,2024-06-07,0,Friday,0,0,1,0.0764787796949957
A2441-20240606,2024-06-06,PRD-04,night,OP-2186,INSP-20020,2024-06-07 02:48:18,INS-2048,67.2,contamination,3.0,5,True,"Contamination detected, batch failed. Requires rework.",Factory-A2,2024-06-06,0,Thursday,1,0,1,0.018300446726387875
Z4982-20240605,2024-06-05,PRD-01,afternoon,OP-0112,INSP-20021,2024-06-05 14:23:59,INS-5467,55.9,mislabel,4.0,7,True,Mislabeling found. Full rework necessary.,Factory-Z3,2024-06-05,0,Wednesday,0,0,1,0.47205172840766074
Y7841-20240604,2024-06-04,PRD-03,night,OP-0033,INSP-20022,2024-06-05 02:22:46,INS-7741,69.3,cracking,3.0,5,True,"Cracking detected, rework required.",Factory-Y7,2024-06-04,0,Tuesday,1,0,1,0.03430421728294013
X0465-20240607,2024-06-07,PRD-04,night,OP-2517,INSP-20023,2024-06-08 01:16:44,INS-2048,62.5,contamination,3.0,6,True,"Contamination observed, batch failed. Rework needed.",Factory-X0,2024-06-07,0,Friday,1,0,1,0.020545942612810706
G9562-20240606,2024-06-06,PRD-01,afternoon,OP-2186,INSP-20024,2024-06-06 15:18:30,INS-8921,41.8,misalignment,4.0,9,True,Batch failed due to severe misalignment. Immediate rework required.,Factory-G9,2024-06-06,0,Thursday,0,0,1,0.2831475695864439
E1435-20240605,2024-06-05,PRD-02,night,OP-1674,INSP-20025,2024-06-06 01:36:59,INS-7741,47.3,cracking,4.0,8,True,"Cracking detected, batch failed. Rework required.",Factory-E1,2024-06-05,0,Wednesday,1,0,1,0.03314653206682607
A2619-20240607,2024-06-07,PRD-03,afternoon,OP-5691,INSP-20026,2024-06-07 16:58:22,INS-5467,43.2,mislabel,3.0,10,True,Mislabeling issue. Batch requires full rework.,Factory-A2,2024-06-07,0,Friday,0,0,1,0.07650074527250932
Z5129-20240606,2024-06-06,PRD-04,night,OP-0112,INSP-20027,2024-06-07 01:23:41,INS-8921,2.7,major_crack,4.0,20,True,Complete failure. Batch must be discarded.,Factory-Z3,2024-06-06,0,Thursday,1,0,1,0.02553820087845067
Y7962-20240604,2024-06-04,PRD-01,night,OP-7777,INSP-20028,2024-06-05 00:06:12,INS-1223,0.0,major_crack,4.0,19,True,Batch must be discarded due to catastrophic failure.,Factory-Y7,2024-06-04,0,Tuesday,1,0,1,0.025789234524202276
X0598-20240607,2024-06-07,PRD-02,morning,OP-1674,INSP-20029,2024-06-07 10:40:17,INS-7741,3.1,cracking,4.0,18,True,Complete failure. Cracking is extensive.,Factory-X0,2024-06-07,0,Friday,0,0,1,0.15376697457580085
G9637-20240606,2024-06-06,PRD-03,afternoon,OP-0033,INSP-20030,2024-06-06 14:44:56,INS-5467,4.9,major_crack,4.0,16,True,Batch failed due to major crack. Discard recommended.,Factory-G9,2024-06-06,0,Thursday,0,0,1,0.2755240774449744
E1583-20240605,2024-06-05,PRD-04,morning,OP-5691,INSP-20031,2024-06-05 09:32:28,INS-7741,7.2,major_crack,4.0,17,True,Major crack detected. Batch is a total loss.,Factory-E1,2024-06-05,0,Wednesday,0,0,1,0.03642741162550059
A2784-20240607,2024-06-07,PRD-01,night,OP-2517,INSP-20032,2024-06-08 00:29:44,INS-5467,8.6,cracking,4.0,15,True,Severe cracking found. Batch failed.,Factory-A2,2024-06-07,0,Friday,1,0,1,0.03089640108569665
Z5263-20240606,2024-06-06,PRD-02,morning,OP-0033,INSP-20033,2024-06-06 11:45:53,INS-1223,92.4,0,0.0,0,False,"Batch inspected, results are excellent.",Factory-Z3,2024-06-06,0,Thursday,0,0,0,0.2481480055551202
Y8019-20240604,2024-06-04,PRD-03,morning,OP-0112,INSP-20034,2024-06-04 08:21:19,INS-9876,88.7,0,0.0,0,False,Batch meets all quality standards.,Factory-Y7,2024-06-04,0,Tuesday,0,0,0,0.1737144094239563
X0772-20240607,2024-06-07,PRD-04,afternoon,OP-1674,INSP-20035,2024-06-07 15:09:36,INS-8921,93.1,0,0.0,0,False,"Batch inspected, perfect results.",Factory-X0,2024-06-07,0,Friday,0,0,0,0.16243431196739927
G9781-20240606,2024-06-06,PRD-01,morning,OP-5691,INSP-20036,2024-06-06 08:56:41,INS-7741,85.3,0,0.0,0,False,No issues detected.,Factory-G9,2024-06-06,0,Thursday,0,0,0,0.11250306382681184
E1697-20240605,2024-06-05,PRD-02,afternoon,OP-4178,INSP-20037,2024-06-05 14:08:27,INS-1223,87.8,0,0.0,0,False,Batch passed; quality metrics high.,Factory-E1,2024-06-05,0,Wednesday,0,0,0,0.1563388273000571
A3074-20240607,2024-06-07,PRD-03,morning,OP-0033,INSP-20038,2024-06-07 09:55:11,INS-5467,90.9,0,0.0,0,False,Inspection complete; no defects.,Factory-A2,2024-06-07,0,Friday,0,0,0,0.10584139022193802
Z5471-20240606,2024-06-06,PRD-04,afternoon,OP-2186,INSP-20039,2024-06-06 16:25:32,INS-9876,95.8,0,0.0,0,False,Excellent batch; ready for shipment.,Factory-Z3,2024-06-06,0,Thursday,0,0,0,0.22494495872919637
Y8237-20240604,2024-06-04,PRD-01,morning,OP-0112,INSP-20040,2024-06-04 08:12:55,INS-8921,86.2,0,0.0,0,False,Batch meets all specifications.,Factory-Y7,2024-06-04,0,Tuesday,0,0,0,0.27021953402877497
X0961-20240605,2024-06-05,PRD-02,afternoon,OP-4178,INSP-20041,2024-06-05 15:05:16,INS-7741,89.4,0,0.0,0,False,All inspection criteria met.,Factory-X0,2024-06-05,0,Wednesday,0,0,0,0.20644356992676363
G9833-20240607,2024-06-07,PRD-03,morning,OP-5691,INSP-20042,2024-06-07 10:16:29,INS-5467,88.2,0,0.0,0,False,No defects detected.,Factory-G9,2024-06-07,0,Friday,0,0,0,0.055602337430401924
E1804-20240606,2024-06-06,PRD-04,afternoon,OP-2517,INSP-20043,2024-06-06 15:14:57,INS-7741,91.7,0,0.0,0,False,"Batch inspected, no issues.",Factory-E1,2024-06-06,0,Thursday,0,0,0,0.12857203913866513
A3265-20240604,2024-06-04,PRD-01,afternoon,OP-0033,INSP-20044,2024-06-04 14:51:14,INS-1223,86.9,0,0.0,0,False,Batch meets all standards.,Factory-A2,2024-06-04,0,Tuesday,0,0,0,0.30126097663263096
Z5651-20240607,2024-06-07,PRD-02,morning,OP-5691,INSP-20045,2024-06-07 09:59:46,INS-8921,87.3,0,0.0,0,False,No defects detected.,Factory-Z3,2024-06-07,0,Friday,0,0,0,0.09326574747988577
Y8492-20240606,2024-06-06,PRD-03,afternoon,OP-2517,INSP-20046,2024-06-06 16:13:39,INS-2048,76.2,scratch,2.0,2,False,"Minor scratch observed, batch is approved.",Factory-Y7,2024-06-06,0,Thursday,0,0,1,0.225917284136308
X1106-20240604,2024-06-04,PRD-04,morning,OP-0033,INSP-20047,2024-06-04 10:39:03,INS-5467,79.8,dent,1.0,1,False,"Minor dent detected, batch passes.",Factory-X0,2024-06-04,0,Tuesday,0,0,1,0.1296973027180199
G9912-20240607,2024-06-07,PRD-01,afternoon,OP-2186,INSP-20048,2024-06-07 15:36:21,INS-7741,80.7,marking,2.0,1,False,"Marking found, batch accepted.",Factory-G9,2024-06-07,0,Friday,0,0,1,0.2392723419495041
E1923-20240606,2024-06-06,PRD-02,morning,OP-0112,INSP-20049,2024-06-06 08:22:44,INS-2048,75.4,discoloration,2.0,2,False,"Minor discoloration, batch passes.",Factory-E1,2024-06-06,0,Thursday,0,0,1,0.1659552681246233
A3469-20240607,2024-06-07,PRD-03,afternoon,OP-0033,INSP-20050,2024-06-07 16:02:44,INS-5467,80.2,foreign_object,2.0,2,False,"Foreign object detected, batch approved.",Factory-A2,2024-06-07,0,Friday,0,0,1,0.18110489975955443
A3012-20240601,2024-06-01,PRD-01,morning,OP-5691,INSP-0001,2024-06-01 09:25:00,INS-3240,99.9,0,0.0,0,False,No issues detected. Batch meets all quality benchmarks.,Factory-E1,2024-06-01,0,Saturday,0,0,0,0.08843825033178795
B5120-20240601,2024-06-01,PRD-02,afternoon,OP-2186,INSP-0002,2024-06-01 15:10:00,INS-5648,77.6,scratch,1.0,1,False,"Minor scratch noted, within tolerance for PRD-02.",Factory-A2,2024-06-01,0,Saturday,0,0,1,0.17242769465339455
C1745-20240602,2024-06-02,PRD-03,night,OP-0033,INSP-0003,2024-06-03 01:47:00,INS-4178,48.1,misalignment,3.0,5,True,Batch failed due to misalignment. Requires full rework.,Factory-Z3,2024-06-02,0,Sunday,1,0,1,0.04209798566139212
D4567-20240602,2024-06-02,PRD-02,afternoon,OP-7777,INSP-0004,2024-06-02 16:15:00,INS-2517,84.2,marking,2.0,2,False,"Spot marking observed, does not affect batch performance.",Factory-Y7,2024-06-02,0,Sunday,0,0,1,0.16565632595581595
E3289-20240603,2024-06-03,PRD-04,morning,OP-0001,INSP-0005,2024-06-03 10:35:00,INS-0112,100.0,0,0.0,0,False,Perfect batch. No defects detected.,Factory-X0,2024-06-03,0,Monday,0,0,0,0.12725451144595626
F1778-20240603,2024-06-03,PRD-01,afternoon,OP-1674,INSP-0006,2024-06-03 15:53:00,INS-3452,93.8,0,0.0,0,False,Exceeded benchmarks. Batch PRD-01 is exemplary.,Factory-G9,2024-06-03,0,Monday,0,0,0,0.27807328647845103
G5762-20240604,2024-06-04,PRD-02,night,OP-2517,INSP-0007,2024-06-05 00:58:00,INS-5691,59.2,contamination,4.0,6,True,Contamination detected; batch must be reworked.,Factory-E1,2024-06-04,0,Tuesday,1,0,1,0.030972563643828197
H4893-20240604,2024-06-04,PRD-03,afternoon,OP-5691,INSP-0008,2024-06-04 16:02:00,INS-5648,78.3,dent,2.0,2,False,Minor dent noted but batch passes inspection.,Factory-A2,2024-06-04,0,Tuesday,0,0,1,0.09531011494006589
I6432-20240605,2024-06-05,PRD-04,morning,OP-0033,INSP-0009,2024-06-05 10:00:00,INS-4178,100.0,0,0.0,0,False,No issues detected in PRD-04 batch.,Factory-Z3,2024-06-05,0,Wednesday,0,0,0,0.11901415390603491
J2084-20240605,2024-06-05,PRD-01,afternoon,OP-2186,INSP-0010,2024-06-05 15:05:00,INS-2517,82.0,marking,1.0,1,False,"Light marking observed, batch passes.",Factory-Y7,2024-06-05,0,Wednesday,0,0,1,0.37044356170927073
K7182-20240606,2024-06-06,PRD-03,morning,OP-7777,INSP-0011,2024-06-06 10:18:00,INS-0112,98.8,0,0.0,0,False,"No defects, batch PRD-03 is acceptable.",Factory-X0,2024-06-06,0,Thursday,0,0,0,0.06926722577371716
L6302-20240606,2024-06-06,PRD-02,night,OP-1674,INSP-0012,2024-06-07 01:10:00,INS-3452,41.5,mislabel,3.0,8,True,"Mislabeling detected, batch failed and requires rework.",Factory-G9,2024-06-06,0,Thursday,1,0,1,0.04853786451214794
M4589-20240607,2024-06-07,PRD-04,afternoon,OP-5691,INSP-0013,2024-06-07 15:35:00,INS-5648,76.2,discoloration,2.0,1,False,"Minor discoloration, within tolerance.",Factory-E1,2024-06-07,0,Friday,0,0,1,0.06828892967977544
N1892-20240607,2024-06-07,PRD-01,morning,OP-2517,INSP-0014,2024-06-07 08:42:00,INS-5691,97.2,0,0.0,0,False,"Excellent batch, PRD-01 passed all checks.",Factory-A2,2024-06-07,0,Friday,0,0,0,0.09610672744593834
O5732-20240608,2024-06-08,PRD-02,afternoon,OP-0033,INSP-0015,2024-06-08 16:00:00,INS-4178,63.0,cracking,4.0,7,True,"Cracking detected, batch failed and sent for rework.",Factory-Z3,2024-06-08,0,Saturday,0,0,1,0.39248229057836165
P9210-20240609,2024-06-09,PRD-04,morning,OP-2186,INSP-0016,2024-06-09 09:10:00,INS-2517,99.5,0,0.0,0,False,No issues. PRD-04 batch cleared for shipping.,Factory-Y7,2024-06-09,0,Sunday,0,0,0,0.10922977786457883
Q1834-20240609,2024-06-09,PRD-03,night,OP-7777,INSP-0017,2024-06-10 00:45:00,INS-0112,44.6,contamination,3.0,4,True,Contamination above acceptable levels; batch sent for rework.,Factory-X0,2024-06-09,0,Sunday,1,0,1,0.015772760944637393
R4675-20240610,2024-06-10,PRD-02,afternoon,OP-1674,INSP-0018,2024-06-10 15:30:00,INS-3452,88.4,0,0.0,0,False,"High quality batch, no defects found.",Factory-G9,2024-06-10,0,Monday,0,0,0,0.23565085920243517
S2941-20240610,2024-06-10,PRD-01,morning,OP-5691,INSP-0019,2024-06-10 09:48:00,INS-5648,79.8,dent,2.0,2,False,"Minor dent observed, within quality tolerance.",Factory-E1,2024-06-10,0,Monday,0,0,1,0.08343568192976315
T8720-20240611,2024-06-11,PRD-03,afternoon,OP-2517,INSP-0020,2024-06-11 14:22:00,INS-5691,91.6,0,0.0,0,False,Batch PRD-03 meets all quality requirements.,Factory-A2,2024-06-11,0,Tuesday,0,0,0,0.14209852856225688
U5423-20240611,2024-06-11,PRD-04,night,OP-0033,INSP-0021,2024-06-12 00:30:00,INS-4178,4.7,major_crack,4.0,17,True,Complete failure. Batch must be discarded.,Factory-Z3,2024-06-11,0,Tuesday,1,0,1,0.020670902674861904
V9181-20240612,2024-06-12,PRD-02,afternoon,OP-2186,INSP-0022,2024-06-12 15:00:00,INS-2517,100.0,0,0.0,0,False,"Perfect batch, no issues detected.",Factory-Y7,2024-06-12,0,Wednesday,0,0,0,0.316697293197273
W3615-20240612,2024-06-12,PRD-01,morning,OP-7777,INSP-0023,2024-06-12 11:45:00,INS-0112,86.5,0,0.0,0,False,Batch PRD-01 passed without defects.,Factory-X0,2024-06-12,0,Wednesday,0,0,0,0.11171010350172005
X5072-20240613,2024-06-13,PRD-04,afternoon,OP-1674,INSP-0024,2024-06-13 16:10:00,INS-3452,71.2,foreign_object,1.0,1,False,"Minor foreign object detected, batch approved.",Factory-G9,2024-06-13,0,Thursday,0,0,1,0.18409353913899
Y6938-20240613,2024-06-13,PRD-03,night,OP-5691,INSP-0025,2024-06-14 02:05:00,INS-5648,58.9,cracking,3.0,5,True,"Cracking observed, batch requires rework.",Factory-E1,2024-06-13,0,Thursday,1,0,1,0.014777052104862846
Z4039-20240614,2024-06-14,PRD-02,afternoon,OP-2517,INSP-0026,2024-06-14 14:50:00,INS-5691,95.0,0,0.0,0,False,Batch PRD-02 meets all specs. No defects.,Factory-A2,2024-06-14,0,Friday,0,0,0,0.13834527938155416
A5016-20240614,2024-06-14,PRD-01,morning,OP-0033,INSP-0027,2024-06-14 09:35:00,INS-4178,80.4,discoloration,2.0,1,False,"Discoloration noted, batch approved.",Factory-Z3,2024-06-14,0,Friday,0,0,1,0.2599214116426124
B2783-20240615,2024-06-15,PRD-03,afternoon,OP-2186,INSP-0028,2024-06-15 14:35:00,INS-2517,67.3,misalignment,4.0,10,True,"Misalignment detected, batch failed.",Factory-Y7,2024-06-15,0,Saturday,0,0,1,0.22751091401223725
C5401-20240615,2024-06-15,PRD-04,morning,OP-7777,INSP-0029,2024-06-15 08:40:00,INS-0112,97.8,0,0.0,0,False,"No defects, batch passed.",Factory-X0,2024-06-15,0,Saturday,0,0,0,0.04594195973628513
D3094-20240616,2024-06-16,PRD-01,afternoon,OP-1674,INSP-0030,2024-06-16 15:15:00,INS-3452,86.7,0,0.0,0,False,Batch PRD-01 meets standards.,Factory-G9,2024-06-16,0,Sunday,0,0,0,0.3020049099913915
E8257-20240616,2024-06-16,PRD-03,night,OP-5691,INSP-0031,2024-06-17 02:12:00,INS-5648,49.7,contamination,3.0,6,True,Batch requires rework due to contamination.,Factory-E1,2024-06-16,0,Sunday,1,0,1,0.016188825824043743
F6324-20240617,2024-06-17,PRD-02,afternoon,OP-2517,INSP-0032,2024-06-17 14:37:00,INS-5691,89.1,0,0.0,0,False,Batch PRD-02 cleared for shipment.,Factory-A2,2024-06-17,0,Monday,0,0,0,0.14571780030884693
G9310-20240617,2024-06-17,PRD-04,morning,OP-0033,INSP-0033,2024-06-17 10:10:00,INS-4178,74.5,scratch,1.0,2,False,"Minor scratch observed, batch passes.",Factory-Z3,2024-06-17,0,Monday,0,0,1,0.13838638603061676
H4281-20240618,2024-06-18,PRD-01,afternoon,OP-2186,INSP-0034,2024-06-18 16:00:00,INS-2517,99.1,0,0.0,0,False,"Batch meets all requirements, no defects.",Factory-Y7,2024-06-18,0,Tuesday,0,0,0,0.363235131212257
I9512-20240618,2024-06-18,PRD-03,morning,OP-7777,INSP-0035,2024-06-18 08:25:00,INS-0112,85.6,0,0.0,0,False,No issues detected in morning shift batch.,Factory-X0,2024-06-18,0,Tuesday,0,0,0,0.06870737656089729
J7810-20240619,2024-06-19,PRD-02,night,OP-1674,INSP-0036,2024-06-20 01:49:00,INS-3452,52.3,mislabel,3.0,5,True,"Batch failed due to mislabel, rework required.",Factory-G9,2024-06-19,0,Wednesday,1,0,1,0.03578907207505727
K4018-20240619,2024-06-19,PRD-01,afternoon,OP-5691,INSP-0037,2024-06-19 14:25:00,INS-5648,62.8,misalignment,4.0,8,True,"Misalignment detected, batch sent for rework.",Factory-E1,2024-06-19,0,Wednesday,0,0,1,0.16299466512631858
L2384-20240620,2024-06-20,PRD-03,morning,OP-2517,INSP-0038,2024-06-20 10:30:00,INS-5691,99.7,0,0.0,0,False,Batch PRD-03 rated excellent.,Factory-A2,2024-06-20,0,Thursday,0,0,0,0.0823337396652158
M6097-20240620,2024-06-20,PRD-04,afternoon,OP-0033,INSP-0039,2024-06-20 16:10:00,INS-4178,83.9,marking,2.0,1,False,"Minor marking noted in batch, within tolerance.",Factory-Z3,2024-06-20,0,Thursday,0,0,1,0.2958525972059639
N1839-20240621,2024-06-21,PRD-01,morning,OP-2186,INSP-0040,2024-06-21 09:10:00,INS-2517,100.0,0,0.0,0,False,"Perfect batch, no defects.",Factory-Y7,2024-06-21,0,Friday,0,0,0,0.18427442999272178
O8342-20240621,2024-06-21,PRD-03,night,OP-7777,INSP-0041,2024-06-22 01:30:00,INS-0112,98.2,0,0.0,0,False,Batch passed all inspections with high score.,Factory-X0,2024-06-21,0,Friday,1,0,0,0.013695079186059039
P3295-20240622,2024-06-22,PRD-02,afternoon,OP-1674,INSP-0042,2024-06-22 15:40:00,INS-3452,81.7,scratch,1.0,1,False,"Light scratch observed, batch passes.",Factory-G9,2024-06-22,0,Saturday,0,0,1,0.24756082664871024
Q5091-20240622,2024-06-22,PRD-04,morning,OP-5691,INSP-0043,2024-06-22 11:15:00,INS-5648,92.3,0,0.0,0,False,Batch PRD-04 is approved for shipment.,Factory-E1,2024-06-22,0,Saturday,0,0,0,0.04293010206664967
R2806-20240623,2024-06-23,PRD-01,afternoon,OP-2517,INSP-0044,2024-06-23 14:10:00,INS-5691,60.4,misalignment,4.0,9,True,"Severe misalignment detected, batch sent for rework.",Factory-A2,2024-06-23,0,Sunday,0,0,1,0.18498297340480774
S1935-20240623,2024-06-23,PRD-03,night,OP-0033,INSP-0045,2024-06-24 02:40:00,INS-4178,6.3,major_crack,4.0,19,True,Complete failure. Batch will be discarded.,Factory-Z3,2024-06-23,0,Sunday,1,0,1,0.04209798566139212
T8452-20240624,2024-06-24,PRD-04,morning,OP-2186,INSP-0046,2024-06-24 08:55:00,INS-2517,97.5,0,0.0,0,False,No defects found during inspection.,Factory-Y7,2024-06-24,0,Monday,0,0,0,0.09622107337129894
U3917-20240624,2024-06-24,PRD-01,afternoon,OP-7777,INSP-0047,2024-06-24 15:23:00,INS-0112,76.9,dent,2.0,1,False,"Minor dent found, batch passes.",Factory-X0,2024-06-24,0,Monday,0,0,1,0.15981337732830625
V8093-20240625,2024-06-25,PRD-03,night,OP-1674,INSP-0048,2024-06-26 00:03:00,INS-3452,47.5,contamination,3.0,6,True,Batch failed due to contamination.,Factory-G9,2024-06-25,0,Tuesday,1,0,1,0.03133173124404605
W5076-20240625,2024-06-25,PRD-02,afternoon,OP-5691,INSP-0049,2024-06-25 14:57:00,INS-5648,98.2,0,0.0,0,False,Batch PRD-02 meets all benchmarks.,Factory-E1,2024-06-25,0,Tuesday,0,0,0,0.1361966176594118
X1834-20240626,2024-06-26,PRD-01,morning,OP-2517,INSP-0050,2024-06-26 11:13:00,INS-5691,100.0,0,0.0,0,False,"Exceptional batch, no defects.",Factory-A2,2024-06-26,0,Wednesday,0,0,0,0.11563077241177062
